"","S01","S02","S03","S04","S05","S06","S07","S08","S09","S10","S11","S12","S13","S14","S15","S16","S17","S18","S19","S20","S21","S22","S23","S24"
"P00454",19.6058205068389,19.1788479225827,19.7293363304126,19.153463618161,19.9259405236887,18.75718350794,19.5171216897154,18.7755707561825,NA,20.6034795002126,20.0433287928906,20.0267196051167,20.2786350658424,20.0126381170444,19.5295073505898,20.1163443893778,20.3882318121085,20.6832382782788,20.3309362751732,21.192493541353,NA,18.9391871686263,20.2586021391993,20.9396735146299
"P00455",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P00456",18.9201134931488,NA,18.5580894013334,18.7548543031065,19.6512271719472,18.5032800550889,18.9539966599684,18.435235739479,19.6737470621073,19.3546727119017,19.7805268183387,19.4160443855656,19.1183485997148,18.3904893977616,18.6932150112958,19.6359066269525,19.5971544926135,19.7459274766937,20.1028000131695,19.7767021205521,19.1843643092796,18.6206120070307,20.0133980675039,19.7142434191457
"P00457",19.5961845940804,19.1439419696595,19.9161452775062,NA,19.8570506618453,NA,18.9068063824864,19.9272723972335,20.2316740350641,20.0952008984218,20.8808981713933,20.7261127328345,20.3092184713952,20.0497502170279,20.126320623685,19.7513138470511,20.5162598517259,18.9963871886112,20.7980846174028,20.2666002834804,20.6618493498639,21.154406350793,NA,21.3553370222022
"P00458",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P00459",20.1329081168998,19.6001931499654,18.8176415779094,19.972567981084,20.00082156535,19.3233626826407,NA,20.4401572859439,20.4441222437546,20.331614155805,20.4153365517984,20.5382356833064,20.5738696113413,20.2808993666658,20.4478179740423,NA,20.1980880407347,20.6157497482152,20.4487951518467,20.6575357660052,19.9113915972049,19.8476817130509,20.5105245878889,20.6064651952146
"P00460",19.4422815558899,19.0813388311782,19.3689745477589,18.7481748635242,NA,NA,19.0054103214204,19.6286504962221,20.3177117789723,19.1691884317783,19.4321172619622,NA,19.6589849973672,NA,19.6357415200812,19.8757344606217,20.1040437507956,20.0181839715305,NA,19.7445839474075,20.3099277279933,20.1205817056545,20.4895894006101,20.0751851248211
"P00461",18.9645848011394,19.4114662452905,19.774292331685,19.8082622315438,19.5656681082794,19.9262063793027,18.4713929223501,19.2465905285676,20.0500602025561,20.4388156670441,20.2112272400078,NA,19.7535116970592,20.0362127069747,20.1810957029543,20.3338131488198,20.5587192159153,20.3364567396504,20.3822048808856,20.2311005861035,19.8128928743043,20.1291167335604,20.432286974544,19.8101563241399
"P00462",20.1615023328351,19.866709359176,NA,NA,20.0363437749033,19.4369721837498,19.7409076464796,19.7279171102269,20.4519135223189,20.908724399163,20.355717190232,20.3670967195072,19.6348229872303,NA,20.2920574825372,NA,20.8357682617095,20.1674166967402,20.609686300077,20.1720713318348,20.9381425150364,21.2294828984234,20.9944720045849,20.6654469220558
"P00463",19.679522723836,19.5675468478317,19.7018616266121,19.284996241001,NA,NA,20.1026329966602,19.8937123216578,20.4935936144459,20.1889518798253,20.0064525089303,20.5662990497814,19.9451624469799,20.3564248498418,19.8255730301345,19.2329301086789,NA,20.7838780263639,NA,20.8009937309749,20.7841889460881,20.8267672766775,20.902063038862,19.2279030041327
"P00464",18.7152939412287,19.3686050853896,18.7958724786259,18.5750747261729,18.9388775510805,19.0033538300128,19.4601720793717,NA,19.5281941914198,19.3357149208657,19.5840550693957,NA,NA,19.4104359081953,19.3844321590261,18.9595814821909,19.45349398458,NA,19.7412231422287,20.0493026764789,20.0703072701017,19.8576936132713,19.0310776226928,19.3322180209324
"P00465",NA,19.7288595962449,19.687426250117,19.5372086068779,19.7524596738508,19.4739939546493,19.5635586094562,19.5072986711616,20.1945085792013,20.6922635763315,20.2471690973875,NA,20.3326400541798,20.2353275596936,20.2389132459104,NA,20.9233267572807,20.3312633561774,20.6486905325462,21.3230248579137,20.4512714701558,NA,20.3497080847211,20.407747763975
"P00466",19.5072291639085,19.8580647902363,19.6983994923102,19.5691062605363,19.4277077202906,19.4198720384605,19.556723746579,19.3829423534406,19.4998569897289,20.4209466333952,20.4950946719738,20.0607409373007,18.9852109921241,20.2075106255319,NA,19.2458978935214,19.7710597930956,20.6207125015801,NA,20.5013156779991,20.2259765855833,NA,20.5099582999877,20.6390003834166
"P00467",NA,NA,19.5748687571934,19.4936046609257,19.4220039770548,19.4088441543701,19.0094239646324,19.266347973432,20.4765495755829,19.8557407525038,19.8887725350619,19.8464097299795,19.7601193715001,NA,20.6469136629297,19.4403963284519,20.23059596826,19.9920161940124,20.6091110099518,20.0624640436541,20.4262462821481,20.0838680521718,20.6181719042407,20.1195487675915
"P00468",19.1717188234827,19.8245362676996,20.3015079180867,19.91911591844,NA,NA,20.2716212094304,20.2349442763182,20.4937136625716,20.8598989106557,20.8918519276672,20.3040668975301,NA,20.1888803104447,20.5635208616888,20.1365271990073,20.9608305016566,NA,20.4964076220891,20.5663398298955,21.01452385084,21.0038436693086,21.0316551519343,20.731445431026
"P00469",19.3734619849912,NA,19.9542310898458,20.3827349619607,NA,20.0644060753781,20.2591016286467,NA,19.6647121113994,20.7286878235755,20.3336612695653,20.2401991769105,20.4069322941286,20.0383936552072,20.6981372268458,20.787486842423,21.1179740835513,21.4003422296039,21.5627889234545,20.518818690087,20.9493338271782,20.7351064962343,21.1729660427107,20.8246574656122
"P00470",NA,19.7354548187522,20.4964955306181,19.459688384477,20.0714301744854,20.6376588852308,20.7096503015998,20.6731392451817,21.2005881556918,NA,20.9648568826071,NA,20.1816449057519,20.3332919790729,19.8123603480199,20.2370456970876,NA,21.0513059266343,NA,21.0178511249665,21.4100252411175,NA,21.0004439561235,21.0020337331134
"P00471",19.9106504343867,20.0824471882668,NA,19.9044977947201,20.5327674014058,19.2750476587025,20.2826841819276,20.1191073092265,20.352935539976,19.8808917040308,20.6650924014101,NA,NA,20.8537202390946,20.8161210529637,21.2698240158648,NA,21.8493403055726,21.8391651373152,22.0250290048116,21.8203753954591,NA,21.5314207855445,21.8489600685727
"P00472",20.1647581453175,19.9248524662856,20.09390431059,19.314900323097,19.8475858310754,19.8466693515784,20.0061636941684,19.9193674240839,20.7582234429508,NA,NA,20.0700675176882,NA,NA,20.5065117082703,NA,NA,NA,21.1209235696936,NA,21.7870539559461,21.5882610537297,20.7957504653749,21.4192537260798
"P00473",19.2320373525598,18.5966862919675,17.1018367720188,18.6019046838942,18.87725130985,19.1057062596189,18.7206462660452,17.5894410307364,19.1324715690806,19.553232893573,19.111196978473,19.3918625157882,17.4291129822837,17.3380298373514,17.1865644067188,17.4844623458987,17.6238370239367,17.4194618779785,16.5727422764251,17.4145888510416,17.7560924210795,17.6826159638549,17.7894736139586,17.9191203869961
"P00474",19.9896647079395,20.3818617255449,19.7967001310303,19.3853438301691,19.6069292650056,NA,20.066885814621,20.3868918834694,20.3789588767496,19.734701339843,20.3394118924547,20.3654543791072,21.0818203406146,20.1466106622853,19.3561305006336,NA,20.1638109265231,21.0239325908674,20.7705715639615,20.2879394003792,21.1767151011924,20.4442490346639,20.9200081473985,20.572939387316
"P00475",19.3933060738037,19.2223865666612,19.3138559479925,19.8182914243134,19.7400099909358,19.9179461132329,19.2433699733317,19.9466703583103,19.5055196656769,20.0687368067983,20.1088062892117,19.8373519712761,19.7450205145736,19.9421886069048,19.8613094504047,19.7684790393685,19.9012348168856,20.550898517247,20.5252004244915,20.5081831171889,20.2703293112221,20.0387738716946,20.2049645016297,20.3414362955001
"P00476",19.819349039936,19.1323475411379,NA,19.7494539380647,18.9405272725999,19.4730096142829,19.8750422005392,19.4180653891652,NA,20.4069463342196,20.3453749506944,20.121462596438,19.9270172415803,19.4686565178952,NA,19.3811277660197,20.6168090883453,NA,20.5978887397291,20.0283458086627,20.5774547902321,20.3651729530437,20.2069832021308,20.8079606752149
"P00477",19.5464137025173,19.8134548864436,18.7888751608812,19.4844175957741,19.5065045052061,19.5852998430975,NA,19.8775793707984,20.2316276506564,19.5974813207232,20.5393260893627,20.1136197119287,NA,19.3957920504513,20.0002905060695,19.6643990282447,19.8417569557756,19.9333548150631,NA,20.5720614021214,20.7879704860367,20.116798521267,20.0248178419769,20.9132055972958
"P00478",19.9547359270861,20.127442673493,19.954839090153,20.1159114122466,20.3251267204338,20.1816925794834,NA,20.6586955829626,20.9267113716334,20.6784696491409,20.7128937544205,20.7380104757016,19.9477863573797,20.6063609666703,19.8073951934992,20.3370239781872,NA,20.9015042526479,21.4036520040278,21.2885383336602,20.8118343280129,20.9382575629078,21.3262003265188,20.8605627015626
"P00479",18.903408559876,18.6689011701075,19.2086463136723,18.6816029602619,19.288222315947,NA,19.1528454089209,18.9370368324313,18.8120829603139,18.3309854628212,19.509627183097,19.7003604917635,NA,20.7895214747462,20.9158731382942,20.0252857039269,20.9636596987537,20.9641528038035,NA,21.4009182716942,21.217502941725,21.1914102767438,NA,20.7815621336195
"P00480",NA,20.5977384843515,20.7884830017088,20.6163637236543,NA,20.7487432872601,20.1341019619707,NA,20.9924248990711,21.5564008265185,NA,NA,NA,21.5239585413061,22.2528759150341,22.5159576741715,22.6635690131625,22.4439766766286,NA,22.5980651141821,23.0880871595059,22.9362258293451,22.5113634394197,22.905191522248
"P00481",NA,19.2871387380694,19.8134743016695,19.349069762804,19.6758137877938,19.0604336327351,NA,18.6579318611357,19.8614757949788,19.5555347885722,19.4635298632433,20.0615202002536,18.9271492857982,19.6888032957256,19.5141314970026,19.5929093893627,19.0143861436455,19.2593354582106,19.5467868753866,20.2201361181468,19.866077184768,20.2531076820931,20.4757021341725,19.887622664589
"P00482",18.5767680280155,19.5023294903304,18.7825171472966,18.4384951588994,18.3454189771016,18.9626120439562,19.3194447536901,18.5477377826931,19.2509338379329,18.8486658866664,19.6979503178535,19.7362428291717,18.9330854697329,19.0150434583366,19.4091468601872,18.5184262743728,19.7690419409774,19.7514969764275,19.5677162997674,19.8842454251073,19.9752431725661,19.4570986130697,19.6327883162944,19.8599553486386
"P00483",19.4174580794175,19.1471127403579,19.7179440742015,19.2675505777919,NA,19.7414252155907,19.920610491679,NA,19.1149012939097,20.0319022812208,20.482164182178,20.4512209954553,19.7959170864873,19.4428111739076,19.1015708294844,20.534825205712,20.5003524462275,20.6168399155797,20.1567999183745,20.3341648654962,20.5766061550587,20.6233421127847,20.0764788053055,20.8038528697498
"P00484",19.7785120505827,19.9316339893946,20.1378367872844,20.0527993798854,20.1387807179819,NA,20.0371426618715,19.9167999805481,20.5650412858497,20.3511749990502,20.5680000589036,NA,20.4773273965376,20.4287433532045,20.8509644491923,20.0357614895776,20.8208494965421,NA,20.3006329210314,20.7062087302841,20.4927414545653,20.8461251543083,20.5245603770529,NA
"P00485",20.1857380564839,NA,19.4801688334247,NA,NA,19.9107819304346,NA,20.1887517625745,NA,19.8087092058676,20.4082541114396,20.0526744127527,20.37091274589,19.8351828283275,NA,20.6406770210929,NA,20.6932608665229,20.3123137343375,20.6706281749194,21.154368671967,21.3620630829343,20.9055873843366,20.950636659775
"P00486",19.6015742971942,19.0625975379061,19.4463716256618,NA,19.3417323596864,19.6339480147016,20.2559121172958,19.5375603756079,18.8979239159885,19.4460260053843,20.6044041227655,20.7224668799889,20.5094503710675,20.3798516897644,19.6529906340637,20.5443312368516,NA,NA,20.365422032947,20.3444935587409,20.704310949223,NA,20.5112022309999,NA
"P00487",19.1780016611262,19.6793189694421,19.7582282356873,19.5932653139785,19.8037789128052,19.0399279900981,19.6898261005756,19.7649393474988,20.0510119347211,19.3643020948385,19.8392366360493,19.8235160053161,18.6904266589415,19.8367976833885,19.9310394921787,20.2619322370085,20.4473023687099,20.5330337196948,20.2440444852222,19.493836553055,20.5400524545978,20.8544980109216,NA,20.9455285666087
"P00488",19.6625732143303,20.1553851353279,19.6193194521648,NA,19.5599730965293,19.8770848476368,20.0488296357323,19.9998070416842,20.1333694368776,20.6070716777907,20.3230940358026,20.3984278708207,NA,21.3486196362567,20.6858690445677,20.6810012718613,21.8380152635875,21.1843781766698,21.9332125104661,21.8350673300634,21.1330896876989,22.0696419353848,NA,21.9239322003832
"P00489",20.1173101821252,19.3582034490934,NA,19.2852946684006,NA,20.2475535089084,20.485882226873,20.4038144509206,20.57988840151,20.565935075871,20.5775856727446,19.7278930499657,20.2798649055375,19.5297917384702,20.5477111500623,20.252104798963,NA,21.0973167580256,20.6029257960445,21.0572794770535,NA,21.005775402671,21.4751269442893,21.3716179876515
"P00490",19.2275254178499,19.2865004718678,19.6311517510637,19.984500417901,19.9035929716957,20.1650789779956,20.2738457803233,19.8518802672652,20.2907317795622,20.5035103696004,20.84469059429,20.0080069847399,20.2873062841983,20.5764078351236,19.8923974425455,20.0746492142745,NA,NA,20.5616995474287,20.8030015635409,20.2843832419778,20.1886732666072,NA,21.073090574254
"P00491",19.6406055209884,19.9008731630206,NA,19.7334142616025,20.1704935372848,20.1308158908694,20.5968867974332,20.3388636862558,20.8535524325744,20.7771277575785,NA,NA,20.2651424983763,20.757200762929,20.0261734027581,20.4428107635474,20.9454410017164,21.4032544449277,20.4532775747299,20.876676647118,21.1693363874272,NA,20.5484074578207,21.2724820305715
"P00492",20.3773196560605,20.9266386179553,20.0273810191093,20.5274344271688,NA,20.4737336254277,20.8298991992258,20.3808478208942,21.541883958553,NA,20.6835148505088,21.5813204207069,20.2679624482752,21.0815668370139,20.5187854386493,21.0736523234798,20.4587295353903,21.3482707376073,20.8855062327737,21.3430281356786,NA,21.3358724604019,NA,21.3509832139245
"P00493",19.2779129437608,20.0256739079447,20.1154287407092,19.8381239555105,19.9085751489485,19.5396678252788,20.0354547061808,19.7986769772676,19.9458103497502,NA,20.6142022815769,20.4155926644332,NA,19.1396228306493,18.9017118898647,20.5875154988507,20.419156821683,20.705282404686,20.3852539157508,20.4756098686479,20.7386406291152,21.2446652115028,20.448715118919,NA
"P00494",20.1328085263793,19.9040297507595,NA,NA,18.964652721368,19.2496633913984,19.3117607553797,19.5841321588878,20.152238727372,20.0331448320159,20.6672360946245,20.5366980118097,22.9277084202483,NA,21.4615416624469,NA,22.6485390086273,22.898599584483,NA,23.2497894856221,NA,23.1368704687093,23.2551835246863,23.2022212753351
"P00495",NA,20.4178549764921,NA,20.1867165817335,NA,20.7157929835744,20.6827021507952,19.5296015745021,21.28228922577,20.9023566786105,21.0060843924274,20.5696658960624,NA,NA,20.3750509330847,20.0168911898121,NA,20.6330934831605,NA,21.1688543513295,21.0261693668841,20.6611433526546,20.4758008138246,21.4189117250447
"P00496",19.7488726266204,19.2035265301476,20.0724128451247,NA,20.1659753347031,20.1669112881021,19.7218038267591,19.8939197253772,20.9026492026081,20.6415194935213,20.6695143821754,20.5542861671208,20.2944186252858,20.6466156654559,NA,19.9419518594945,20.5011356201538,20.2132862536145,20.8313054680143,21.254903552704,20.4699856618792,20.1530557717808,20.9190682436917,NA
"P00497",NA,19.925982324407,20.4760498723361,20.4045668949497,NA,20.5205633705476,NA,NA,20.5823901837231,20.3458259552891,20.8290953086024,20.5188899027697,19.5863293548553,20.2833965795932,20.3526571439041,19.9425957246981,NA,20.86228817639,20.2635305308499,NA,17.2192057956346,21.2296234797108,NA,20.8334473740148
"P00498",20.2947407308362,20.2281848998668,19.9529819901529,20.2575290102492,20.1383111225078,20.4855630200916,20.1646278753966,20.4844821073793,19.9846313605637,20.9364051921386,20.3854216036471,20.2704423398334,20.7268833681255,20.2757187324598,20.5417016485709,20.1061761953834,21.1381745391765,20.4638095871758,20.4891189165578,20.7972235969555,20.8738173219486,NA,20.8632649284474,20.848395223648
"P00499",19.6020251283788,20.0198536424952,19.5110123130857,19.9344782607882,19.7264678983478,NA,19.9006851044543,19.0944819711681,20.1614090766489,20.0471877905652,20.5500663006105,20.5535160026841,19.9488392768888,19.977559828886,17.8383421313004,19.4646660936677,20.9151889725474,NA,NA,20.2894703230024,20.7402529637112,20.0856915755878,20.5354386163969,20.4133926352193
"P00500",19.6344741155961,NA,19.1266043188125,20.0599756099975,19.6965073521311,18.9956280834585,19.6674811723718,19.9009385607321,19.9479942731237,19.1446246964234,19.9505435060248,19.9770531705962,19.3978052510708,19.4615243147139,18.926186049112,19.1053180442141,20.3383942170468,20.9075920032998,20.1752512668265,20.0647089568446,20.4183523230427,20.8280838885326,20.3800018668225,20.996498936845
"P00501",19.3504860991586,19.8799682692638,20.261825624442,NA,20.4946250248413,20.4723445937878,20.2532676121537,19.9010110629333,NA,19.9366712609977,NA,20.6993154501933,NA,20.5104189752103,19.951022418973,19.3489615415509,20.802270722901,20.4155205912137,20.5580944990701,NA,20.8356819858404,20.9274636263206,19.7101395859134,21.0593084884745
"P00502",19.8141764703377,18.3571383910738,19.4117803969898,19.7819495534475,NA,19.346810532705,19.8641934820808,NA,20.556060088179,19.6849076581065,NA,NA,19.6607016083323,19.5891312296798,19.210037412251,19.1926589033279,20.5590357737848,19.6985387338176,19.967348060821,19.7317389735383,NA,20.7031502547456,20.0822931745661,20.2294477272777
"P00503",19.783757515866,19.6856286662615,19.7071012009999,19.4800022239443,20.0755210357955,19.0324483669618,19.0902299821424,19.8974573074888,20.4440027334173,20.5412311596617,19.9705817611043,20.402999752499,20.2602632322985,19.3831157558602,20.1842716888546,19.6924964414238,20.018935232913,19.7968489411277,20.2062906309452,20.4792233073196,20.4996370575214,20.1347143717736,20.2534712342227,20.9175517398444
"P00504",19.7046175990664,NA,19.3111618760596,18.6988737573135,19.4228991118321,19.588378542034,NA,19.8461261128297,19.4762478792265,19.9342769353942,20.0474769207882,19.4317639308819,19.2591908509932,19.5105019260423,19.9114577782727,19.4995811575291,19.2166051921475,20.2365398055015,20.5114905097798,20.3424006277519,18.9002165110287,20.2620075015681,20.5771326233479,20.3288582164269
"P00505",NA,20.2182213639925,19.9607233045686,20.3816790175455,20.0721707172115,19.9335413625018,20.0411631242655,20.2651332968271,20.6700178322305,20.3182650090657,NA,20.1903144614344,20.6697940325092,21.1134558030245,20.8903334348747,21.1167571811146,NA,22.0858530162358,22.0717922125547,21.5103878369493,NA,NA,21.355434763246,NA
"P00506",18.3666108427604,19.0767562431778,19.7477243642091,19.0463503386577,17.7022461993607,19.7638012862999,19.7529575868895,19.6868344833646,19.5221879411832,20.0393392393194,NA,19.0365655350373,18.8854131631113,20.0473815862958,NA,NA,19.689589548622,NA,21.0830816123851,20.1232873582007,20.6008224659325,20.9094372818598,20.1047649662323,20.2034884956768
"P00507",20.6724249045065,20.326144166082,20.5758700026262,20.2490243379923,NA,21.0671258766539,20.9988516124837,20.5975874198438,20.8769226959241,21.4592964387755,NA,21.3838815316178,21.1962899825299,21.0705095350099,20.8310649518597,20.9265316982948,21.6948088960861,22.0386164504272,21.0917891748788,NA,21.5812976394071,21.3627923995095,20.779350365752,21.7411660326855
"P00508",20.0991637190956,19.690426062914,NA,NA,20.2223074951377,19.9947491878292,20.2406930226704,20.5884793335729,20.0103283935193,19.9202994690935,20.7213719861709,NA,20.4456881512284,20.8981904523434,20.2539843283826,19.9303596083214,20.7749137531192,20.4157048837185,21.0467619704195,20.8003005421135,NA,21.5024285838786,20.9128949673969,NA
"P00509",20.2205122000292,20.5195889060059,19.8152451546639,20.0533764473588,20.2293752065282,19.9912303412357,20.4689467600505,20.1667063780033,20.5751627674591,20.7179243778525,20.7528267571235,20.2090503260336,20.2042833200865,20.5403538460941,20.681910455764,20.7175768221359,20.4234642213699,20.8394326488342,21.0327443305901,NA,20.5687522739303,21.1502007502528,21.0100624875709,20.9923521607841
"P00510",19.1411578390875,19.5728991477562,19.3088686889682,19.6676049503509,19.2097561263976,20.3259450102723,19.0660947463811,20.1753930738708,20.2535817946068,20.4816198516662,20.7102477419307,NA,19.7775411338592,20.3665056383877,19.9494879599299,20.1522040334858,20.4554636519935,NA,20.6180828810331,20.5090008444298,20.429963771147,20.8878886717143,20.6244805614852,20.7647925603775
"P00511",19.687311291332,19.037738188634,19.383034617439,19.43613289479,19.4459963496452,18.7374601002604,NA,19.0138639366321,19.2865437226507,20.0670812721173,19.4844849580496,20.3447089181498,19.4012737119125,19.4875030319143,19.7297941561854,18.556015514687,20.3094302543475,18.8027937181525,19.6414324894596,20.340395552574,20.4490262933035,19.4978209585454,20.2386228902663,19.6351471199245
"P00512",20.3257914336016,19.3046603157523,NA,19.9015715575643,19.9498054380275,NA,20.1203297080012,19.748991976983,20.7522861775662,20.3441716188335,20.7705255718972,20.629166786595,NA,21.1178059484124,20.7056272735348,20.5563952064631,NA,21.711735978836,21.9151332839852,21.5980988830189,NA,21.5098582004628,21.0725086918894,22.0509172183392
"P00513",17.9042812642872,18.3359291830847,18.3613750678697,18.2113791479935,18.606860082864,19.0712719307797,17.6339159220967,18.8191195822588,19.3965718107211,18.7053809501487,18.6656570259049,NA,20.0994407794098,20.0749057956504,19.9705087191909,19.6183420228748,19.7774978966073,20.7919226406319,20.7891959084609,NA,19.4991418427966,20.3005994635954,20.8489889484784,21.0197241563062
"P00514",19.7225714180947,NA,NA,20.0541777944483,NA,19.8497842917044,18.9906937100681,19.4288565790858,20.9686842832224,NA,20.631424466622,20.6845597717921,20.1863677295951,20.57358669178,NA,19.7425262953778,20.7641426117678,20.7674528983702,20.8772196172079,20.7162217923627,20.6275333850445,20.7110331195786,NA,NA
"P00515",18.662868969505,18.7579565299637,18.6430946221061,19.4040932919259,18.8594604128999,19.1233451042781,19.2140047577088,19.1843984110245,18.550185725621,18.210148153588,19.4129002075068,19.1647069495101,19.1609254481369,18.8018622840108,18.6202669460534,17.611888384537,18.9919826949879,19.7127304704088,19.7339006836673,19.9789935841088,19.7189861852431,19.3465819929238,19.7443485694173,19.5516895046095
"P00516",20.1072428260934,NA,20.2360582661651,NA,19.6334169056395,19.8408195414674,20.10495376194,NA,18.6440993475113,20.1486755042965,19.442767272345,19.6218803964706,19.8797837838058,19.9092129203772,20.3296522564332,19.5393947005324,20.6215024314469,20.6516884201278,20.390002083963,19.4282384882407,20.9989464067653,NA,20.2469979556387,20.7266411948838
"P00517",20.2329797045013,19.8002022802134,19.8242890474474,19.8597820687531,NA,19.293640065603,20.0934478772662,20.3016632017641,21.1033557034852,19.8523436262943,20.102497884653,20.3532761577524,20.0665617577332,NA,20.6537534400458,21.3043997428601,21.7901494424629,21.8761502809924,21.6519989061102,22.0077309728046,21.724190662105,22.0147301914592,21.9014683859768,21.3119269061414
"P00518",19.6672625464475,20.4383002723344,20.1379142003002,19.0244723901112,NA,19.9196072625203,NA,20.393480084973,20.8130080803331,20.4795320785001,20.4446931951762,NA,20.4747276734071,20.5021879816228,21.1535145960562,20.3596302988778,20.7124142653021,21.0763975424635,20.8484583304568,20.7805827698985,21.6283882175203,21.0137274719627,21.7460701905403,20.5953009886345
"P00519",20.1902534667603,19.8623375324222,19.5662795713939,NA,NA,19.0573236360255,20.0062297729117,NA,20.2071718823525,20.1626423287057,19.7503607566359,19.8917401027183,20.1039571184562,19.9962999803338,20.1432934535563,19.9336202907782,20.9926312914448,20.7550600110732,20.9808910796122,19.5891652089836,20.3011612541938,20.698844667871,NA,20.4699668780404
"P00520",19.8051696736611,19.9521846897352,19.7256319281887,19.910946770157,20.0569442367799,19.5712533129528,NA,19.6258562492959,20.0970880110051,19.6354944977625,20.5852405288746,20.4901696446099,19.9697360065762,19.962659517081,20.1010230941511,20.0474567882902,NA,20.6995154577117,20.7698399040241,20.526224944877,20.9001632609223,NA,20.1568034479233,20.4213480748391
"P00521",20.0400637420057,20.1969736839578,19.1184762939486,19.671749074342,19.8915781732833,19.8400781543993,19.9045918956135,20.0044779364448,20.7745630897193,20.3370778741144,20.3529040737315,20.3149656664393,20.2347731517704,20.3574284889511,20.428080023935,19.9430772987516,NA,21.2175019278271,20.5500536536153,21.2921841097164,20.788530356932,20.6895425071294,21.0574897442954,21.1238377041546
"P00522",20.0711994364346,20.5254311999305,19.8959200829832,18.788618222452,20.364145358318,NA,20.5225324462798,19.6089852396452,20.0121869385595,20.3184824630648,19.9062801606377,NA,20.6791844548231,18.2255786815064,20.5790744968275,19.845421438313,20.920685631756,20.4787622864186,21.0440172499076,20.9328321031022,20.6322315054087,21.0071701172613,20.9510708543868,NA
"P00523",19.6687417968836,19.5238503913061,19.097752749168,19.0642486153775,18.0825908101756,19.2150493730147,19.7731009140647,20.0868410953717,20.3310947034171,20.3869763078343,20.1392486795166,20.3950866446752,19.6264561628656,20.5232129293591,20.0120216004178,NA,20.0174963899885,20.1685476697341,20.6527871056738,20.3777313270355,19.6305780686271,20.5804325089534,20.4373084861152,20.2135868373326
"P00524",19.9826488790871,19.4415167200401,18.9364778834865,NA,20.5748802546998,20.1039150407278,19.2390310859791,20.0138421928864,20.5583230581878,20.0322461834086,20.0916133256706,20.2081777407385,20.1210462950302,20.0650029279506,19.6850141565759,20.0903901438992,20.3076003705313,NA,NA,20.5583385898186,20.3200028846189,19.6702229915798,20.8010147619467,20.4681293811549
"P00525",18.8074369621519,19.5164640615206,19.4845673237095,19.6082280192426,18.7762439465547,19.7796790395072,19.8626854098601,19.3955624264663,19.8055795032633,20.0963927618996,20.420692238763,20.5503571970433,20.0212865925821,19.8835613014747,18.6033640783575,19.1231920249175,20.4606843978731,20.99037187021,19.9993945306281,20.3729486897243,20.2105480508862,21.0474860320872,20.8395075512749,19.7843425633659
"P00526",18.8697915716286,18.3483138623264,18.8929291263853,19.3235480005758,18.3497442446657,18.941749752217,18.2749793259952,19.21958340927,19.5134881632996,18.9704317048845,19.3811073730444,NA,18.8469837818379,19.1865504427659,19.2127007163112,19.1238626426108,NA,19.9723515611492,19.4485245373009,19.9440912617067,19.607881694634,NA,19.5269293414091,20.2193088463348
"P00527",NA,20.3166664117026,19.6131673657407,19.8374359480354,20.3498731760698,19.8157470302524,NA,19.8112712244749,20.4003723534689,20.3811412451243,20.8768463419044,20.7161181035318,NA,20.2442173281309,20.6740629524577,20.1432452512297,20.9413809552715,20.9410838873038,20.1241396572642,19.1772102591914,20.9051448304009,20.9068413721948,NA,NA
"P00528",18.8917317039748,NA,19.1385657537492,19.3250329662038,NA,19.4251716263727,18.8611826180934,18.8232383692116,19.499878209339,19.4415592373022,NA,19.9647258110705,19.1562964302953,20.124671567022,19.6475748167798,19.1627811356289,20.1754867227434,20.1887456567816,20.5769142513922,20.0483484362756,19.7900915123627,20.8075585225273,20.1813919868288,20.6928294676298
"P00529",19.8456533124396,19.2716344781406,20.0710704580565,19.8187988775502,19.807838278336,NA,19.5513463134741,20.1129885917709,19.5958323963465,19.964149711931,20.3159078662856,NA,20.2435653199384,20.5125048035373,19.8282153396095,NA,20.3128700272146,NA,20.5325390930033,20.5585514678029,20.7688405402661,20.3577923398122,21.0727713717116,NA
"P00530",19.9529630963023,20.2863606363041,20.2242353155978,20.035095601104,20.2794961557899,NA,20.3715942943887,20.0731577017128,20.2347264362799,20.7597790092112,20.8125847289453,20.2089580017392,20.1489690331915,20.2958025987885,20.8471517136349,20.2420978681817,19.7382171685895,20.7448381076574,NA,20.7290031891445,21.0190176725984,20.651560531247,20.284897506285,NA
"P00531",19.4925042587831,19.3874365679294,18.6464508466832,19.7869216612039,19.4032260089412,19.722802088107,19.0235696657527,18.8090503598629,19.4948757526324,NA,19.7146086015964,19.7897370828129,17.8282152406497,19.3295344968287,20.1424019878101,19.0688716704881,20.2574833679374,19.7305125004015,20.1061878518576,20.6153238606058,20.628970441254,20.3868589243818,20.3586453721322,20.1766749897873
"P00532",19.4258752009197,19.1182606866428,19.15312806888,NA,NA,19.4142605250655,19.6803960257845,19.4409143660132,19.4986350956983,19.874018413438,18.7674444171756,19.4803659821549,19.8574236265735,19.2535082796077,19.8769924517719,19.6658060370456,20.1461732090558,NA,20.3707235935809,20.0897863768543,19.6646247941984,20.399175955073,20.0685750841878,20.1454285764328
