"","S01","S02","S03","S04","S05","S06","S07","S08","S09","S10","S11","S12","S13","S14","S15","S16","S17","S18","S19","S20","S21","S22","S23","S24"
"P00180",19.4908768711076,19.7760349943537,19.7309269540374,18.916362726715,19.733295037652,20.1062012048216,19.7105910797217,19.9299979410497,20.2222581214955,20.2367594738365,20.6343345433022,20.2184019423027,20.0470212881718,19.86662549734,23.5352255949524,20.419279456039,20.8110755358113,NA,20.0591661645028,21.0737564583489,21.2749606089878,21.2824067680555,21.1345940109689,20.6728490541639
"P00181",NA,19.9047741412174,19.5299999327645,NA,NA,20.326323440331,19.8139700519861,20.3472195802286,20.3218938464515,19.9903144077036,20.7909182525651,20.8799498342644,20.5751506421499,19.6876229364454,NA,19.9257573311743,20.7892211069032,20.8938124934077,20.4118034695387,20.9368368472435,20.8025371946785,NA,NA,NA
"P00182",18.9290015399263,19.5657714366642,18.9356371470352,19.2200721361588,19.170176334693,18.9945427375317,19.7314784711137,18.6477674254363,20.2039358081884,20.0080566927963,19.6960394801547,NA,19.760819357561,19.7385788904562,22.705000091569,20.084908265667,20.509906436937,19.6880866384897,20.3589891321483,20.0160628826032,20.500931725051,20.0252282792457,20.2597388588305,20.5000667091464
"P00183",19.0890509472964,19.1648199942724,19.574765130772,19.0764719330135,19.9174496695564,19.512188755968,20.0661999917648,19.1154212160978,NA,20.3081920643272,19.5567334777733,20.5905584817054,18.5256463222063,20.0223728651532,22.6215777827551,NA,20.1421488668562,20.7625427665238,20.8411221189599,20.4244053421136,20.8803739145004,NA,20.7907059046437,20.3479051336965
"P00184",19.5946383201949,19.9147122257758,19.8577131784358,20.4381715342666,19.7078063285092,19.7119620179025,20.3307463716357,NA,20.5272770657305,20.8625832016602,20.456914634076,19.6894419302969,20.0636281774501,19.7101574556055,23.4222612744436,20.0732226187322,20.7916721443568,20.9730326156977,20.3256131125688,20.9736630853306,20.8127024162583,20.9526704201802,NA,21.1474429436524
"P00185",19.4277785537139,19.6066514019503,19.125340724541,17.5790643805316,19.4057219933694,18.9448815287487,18.9342948519429,19.2872269891458,19.5850708464098,NA,20.178100342706,19.7296520311723,18.9485371589659,19.8467171728014,22.2447481397667,19.6282963794376,NA,NA,20.0182301041798,19.6615901266051,19.7726936470017,20.0994014291435,20.1248472905331,NA
"P00186",18.9446258270347,20.2104764964923,19.4886801152161,19.3550421346548,17.9803546290206,19.8108929961094,19.4247190755472,19.6504398103277,20.2598918854456,20.5800040056823,19.9184160138947,20.0831714577097,19.6505902076124,19.6095858752686,23.0740348562546,20.0559112926701,20.2509121667704,20.3446940417338,20.0734040880769,18.6538896418708,20.4060162037838,20.4302170518514,20.5308531020203,20.4638912051521
"P00187",18.8879273505172,19.308367819384,19.6261531265671,19.1596803578272,19.537322346106,NA,19.4642838346646,19.265454847902,19.8268314646884,19.594178713905,19.8730377102201,19.5373907296401,20.1918631346939,20.1304485309395,NA,20.0470971735155,NA,20.3391702076055,20.7192179833317,19.7831083888239,20.5410614631025,20.7776472480331,NA,20.8117824537165
"P00188",19.1641577271676,20.2287435176287,19.475770192401,19.8930687998932,20.03355832789,20.1755325368537,19.1596175449795,19.9728307103692,NA,19.6618716394367,19.6533864664625,20.1383102077171,18.9154286431253,19.9404339135846,NA,20.0338063378817,20.2972564339724,NA,20.6422326707726,20.8499851590911,20.9805051138542,NA,21.5025375130175,21.0566996120673
"P00189",20.0287799855857,19.0803338007533,20.0648392002775,NA,18.5499484326613,18.3014582485429,20.4388715193044,NA,20.5068848085873,20.1476758238073,NA,20.8870828468279,19.9343488581874,NA,22.3524510479796,NA,20.7342410597047,21.2125164024216,20.7951672400888,20.6620142123042,20.353861857701,20.5067058721576,20.9566691298206,NA
"P00190",19.1465343973644,18.8559727209531,18.6232756823054,18.8012344491163,19.1360187558753,19.023781213373,18.7939997485707,18.4123750429238,19.3460723096814,NA,19.3615082852305,19.6430099078045,19.9263989002092,19.8317127855954,NA,19.0721532299996,19.9776328454652,20.5354059916587,20.9493948168047,19.9406471174736,21.1708999056481,20.3834242944014,20.5362733009335,20.3270634562506
"P00191",19.5127008514182,19.1973783728132,18.9973754460074,18.9729651584725,19.3326730433601,19.4173943236388,19.7815038351601,18.7956404789454,20.1879482168069,19.8691173080968,19.4652904141402,19.9935244286765,21.2425931154221,21.2544785788087,23.7466901777138,21.1522942627146,NA,NA,NA,21.37492616273,21.8962046596318,21.5658207569977,21.4292708324567,21.9791083934833
"P00192",19.8784379495775,NA,19.8686326007548,19.2004843341572,19.9877500941035,19.5792975923675,18.7658145974701,NA,19.7568083810335,20.3171284513474,20.0329271424783,20.3223669402492,20.3877699457769,20.0517184332514,NA,NA,20.057625007198,20.0816548461361,20.3997866420434,20.3339702837362,20.6877616010544,NA,20.5769738685654,20.2872215311374
"P00193",18.2422092412755,19.3810627816334,18.994730130025,NA,19.143830841047,19.0338410977827,19.3052243527929,19.0850661633507,NA,19.751212254372,20.0713210327419,19.4530208506184,19.5477481049186,19.8566990463601,22.2645556610496,19.5173657057738,18.885648547967,19.5391866646118,19.6112999735585,19.6734957100619,19.7315503347032,20.3495787853147,20.0330914913865,19.9450421853517
"P00194",20.1118589597287,19.7249149857226,19.8679040328671,NA,20.4236678961047,20.1377905950542,19.8981142546715,20.0787538555435,19.9359653566881,20.4245003094453,20.4086513509037,20.4232456355504,20.0555029450016,20.5396373950665,23.503826405565,NA,20.839327204565,NA,20.952413057278,NA,20.5524825379155,NA,20.7504921289484,20.7460685430783
"P00195",19.9508840065116,19.0421715720977,19.5150725885991,19.5497403801232,19.6865830049096,20.0825452714215,19.8457009751003,NA,20.5041565819767,20.7076569610268,20.465090278629,NA,19.3893013631379,19.8969027290939,22.991731467706,19.8463083616964,20.2426193392108,20.8087255669093,20.1314113888853,20.6550101512746,20.3527712496822,21.0063981894177,20.31991082424,NA
"P00196",20.1715497706247,20.0888161125535,19.8238753961655,20.681489285362,20.0325753271257,18.8429725725869,NA,NA,NA,NA,20.0597025488582,NA,20.7244065876,20.4992839657627,23.6334687012358,20.1675541333149,20.7657848098726,NA,21.1773847310342,20.8894336694491,21.2377634375636,NA,21.0642730227819,21.079986451652
"P00197",19.6789495595555,19.7385241943369,19.1901379361915,19.4397794186682,19.3311281688322,19.5772286556695,19.8441825264949,18.38836122471,19.7704248301684,19.9574596500016,19.9598747661935,20.2434819119635,19.6692153699927,19.7308455262018,22.5568208642234,NA,19.9872181317898,19.6701166413024,20.3418229076337,19.6798602936482,20.0056525006067,19.2669862297701,NA,20.8004425674499
"P00198",19.3539526316422,19.6929893287943,19.0834075010767,19.6798241516275,20.009343624011,19.4267699111306,NA,19.4959455781607,20.3691480397051,20.4692479559458,20.4387963263615,20.3370397741365,19.4359778787092,20.2850922276719,22.927946641737,19.6738857265563,20.5290922930228,20.013915017731,20.5402208927261,20.5943915334359,20.9905442697181,NA,20.2634459721555,20.6070690612164
"P00199",19.2406408064503,NA,19.0482546415344,19.0032988876991,19.0571237806479,18.9658399234667,18.3876422104042,19.22672483511,19.1842837250151,19.3454252074673,19.7839611896709,19.5703013690434,19.4348056548185,19.7297765798507,22.6407123056537,19.4042809053159,19.9005240585808,20.5304777605664,19.8867013511161,20.4436647132939,19.8669919258027,19.5499892471501,20.0819224983783,19.9949855351897
"P00200",18.9722702362414,NA,20.0759174172524,20.0941163734831,20.450256737074,NA,NA,19.6111162197088,NA,20.2881309042862,20.822438820664,NA,19.8994987566391,20.2325530994973,23.5070198757787,NA,20.8105178095876,19.4768538533089,20.1693986435895,20.5319849468257,20.6287121108112,20.7884028404333,20.4611774098025,NA
"P00201",19.4151932215818,19.4949753424363,19.6355095502256,19.5251546655725,NA,19.56202771393,19.5849786348693,NA,19.8235286300076,NA,20.1076956930302,20.3137414232485,20.1181932618004,19.7326874829855,23.3655419234603,NA,20.2119494007295,19.81736667391,20.5324742633156,20.4292893671096,20.6951090961404,20.0309377329098,20.404431747104,NA
"P00202",18.3582326098619,18.0755156517971,18.497341395159,17.7726235502049,18.8902906454239,18.3462182477912,18.0727818147682,18.5229506790313,19.1672738512789,18.6710038621213,18.818821883811,18.8172914218604,NA,19.0768345526599,21.2079475200843,18.6550596141256,19.0677831977997,19.506992905533,19.2262507696726,19.6317617884473,19.3353794042866,19.3758758565527,18.5533940726637,18.8776794366972
"P00203",NA,19.9977109471298,19.8924223330001,19.6768318942088,19.7957501902116,19.4584664771566,19.7273258689097,19.5975189061884,20.4424479863949,19.759290574984,20.4646228724281,20.4077118997233,20.054631525642,19.7195606819142,23.3221005242792,19.3220271433138,20.5198791445465,NA,20.6756966177124,20.6322354256454,20.6129427634649,21.3240191952561,20.4268863478338,20.9820774452545
"P00204",19.7765485804452,20.140606751514,19.381257351704,NA,20.0986570702834,19.8933333792305,20.206657168221,NA,NA,20.1311114137871,NA,20.5070542820125,19.9970426857944,19.5663810045981,23.6836962734503,19.3351810628057,20.1877245331681,21.1018841376248,NA,20.706002294759,NA,20.2759620992187,20.4732256824636,20.6305305122966
"P00205",19.8945498707868,20.3666885060117,20.060150708505,NA,20.2696311962339,NA,19.8946602094075,20.2818357785108,20.3423441820379,20.6490496259892,20.4251297871925,20.3584198590513,19.3750296767039,19.1415384978426,22.2597481053385,18.2720393390732,19.7778140821313,19.0283151725503,19.3015534808075,19.8469248226768,18.8620671752693,19.6960581276705,19.6602618645413,19.6076315702098
"P00206",19.0914374149152,NA,19.6432403185081,19.0632995581569,20.143764246914,20.43558398262,19.9199324087349,20.317978346683,20.5889189489093,20.4791164899034,20.2293521550142,20.3944856270898,20.4587302544828,19.7739655061041,23.6636048500963,19.9131400508029,20.007748158855,NA,20.8055097955211,NA,NA,20.2580956965713,20.3097813293688,20.7050726687288
"P00207",18.7425209771624,19.2845027011906,19.2108014457136,19.1251854327429,20.4692481291697,20.3441641008874,19.8652190093873,19.2345609614225,20.7324757026299,19.8332383756244,19.3160234949179,20.4578953603297,19.5893165094999,19.7564805510481,23.1686962134228,19.3897681523497,20.4614126333857,19.2319454847958,NA,20.2986173280868,20.1930828441924,20.6210330058921,20.9206748114469,20.3408413436529
"P00208",19.3840288996998,20.0430385424582,20.2841091344604,20.1801255895541,19.4172178021171,20.2801250338783,20.3706474827313,20.5331269541318,NA,20.480515422814,20.4659095486697,20.2808439812505,19.8125921460595,20.6681029970295,NA,19.8955422196278,21.0989309910169,20.4479971727246,20.403365541329,20.8713342706847,21.0123092011541,20.9334268979673,21.2231468903351,20.9725369761744
"P00209",19.4646371323147,20.4615443161069,20.8090903040197,20.3294044525006,20.0905507878439,20.6148423696401,NA,20.4369746884119,21.4337611905038,20.1962813623736,20.3473198090277,20.8868238608157,19.9689912154827,19.9984662670262,NA,20.4116211348726,20.5138245704964,21.0345161206124,20.6145132942751,20.8796921190916,20.5587305589564,21.447552897142,20.8815314988834,21.1214690557827
"P00210",18.7977134865984,19.0066406879774,18.1160748557577,18.6841751200702,18.0722741385213,18.5845860249941,19.4448595658688,19.2690151060642,19.2819047846096,19.9062805684435,NA,18.6234683070857,18.9956831562834,19.0251949370068,22.2973852729405,19.1112906817552,19.6684225132637,19.8883130059719,19.2006119153769,19.1987325204803,20.4549304448291,19.8194648302562,19.9667300394744,19.7623228243592
"P00211",19.3887194179994,19.7666265774305,19.8390092882856,19.8814388705526,19.8773488590117,20.3274780679769,19.5516108436537,20.1976779060407,20.171373216624,NA,20.4280357789985,19.7699822188418,20.2312633447786,20.2887732746709,23.6243397577541,19.8160557892931,20.3066119501145,20.1139194673223,20.8368055656597,20.4047149566908,20.7899109999078,21.0706473960632,20.6595841146241,NA
"P00212",19.489240839983,19.7643147138058,19.7550685580619,19.8200364405436,20.0195682675768,20.1089019401279,NA,NA,20.1531049498974,19.5780909008353,20.151979010961,NA,20.0197128582352,20.673843727049,23.1773533514149,20.2393294904979,20.6091245949477,NA,20.3068504571923,20.1959862978661,20.9532128507536,20.4758298047117,20.4687251406068,NA
"P00213",17.4392846052555,17.2492638952624,17.5371561000794,17.638582849181,17.8620276441294,17.7485473630938,17.4025002433602,17.9509166586157,17.8878222045206,18.0187742491808,17.8963533149622,18.2331976582727,18.334203617317,18.3387839857894,21.5677447513459,17.6680966762455,18.8540121980225,18.653217767106,18.4759789357339,18.3413053535176,17.9176083803304,19.3169483501114,18.9849346706759,18.7479901648966
"P00214",NA,19.446968175734,19.9183955707074,20.1329570542015,19.1378877092989,19.8396412791187,19.4899632323714,20.0331408211534,19.8497665183759,20.1141172324082,20.3290425277089,19.5032986283315,20.6483122279557,20.0412468791452,22.8896247886069,20.25330433636,20.7013061079955,21.0027302804306,21.162357222651,NA,21.3560654961656,NA,20.3635167191465,20.9570217910411
"P00215",19.4262527639873,19.5887190960395,NA,19.7481777743801,19.9321760901251,NA,20.0626227286846,18.9582601455674,20.1683733082648,NA,NA,19.6458440806372,21.2101635211235,21.2240371813829,24.8162366689778,21.3808805472742,21.6002680302791,NA,21.9297684755357,NA,21.3524561828371,22.5179325502356,21.8177970582514,21.9612695380511
"P00216",NA,20.1874560192072,19.844745893373,19.42090114539,NA,19.626498398784,19.5144651796109,19.9699642195787,20.4584007305951,19.8951368654335,20.4848568677957,20.3475669202002,NA,20.2477636717359,23.237352435619,20.2714987512973,20.2967768411499,20.8030872646568,21.0227689195783,NA,20.8241099058452,20.5887881354815,21.0924905038121,NA
"P00217",19.3540620419433,19.5223864107563,19.6826148248485,19.8431452594901,19.9998829877336,19.774804919086,19.5161026162335,19.1112708523696,20.3208170205719,20.3313668547517,20.0516228942443,20.1495338485731,19.1612141837386,20.2191929901616,22.4303024533682,NA,17.8263808432647,20.4555495294689,NA,NA,20.2542484441893,20.6207725970904,20.4143926988497,20.0669002280251
"P00218",NA,19.048506113618,20.0887249008763,19.7924889116596,19.545115459548,19.3322732125823,19.7009380397141,NA,20.2014122456638,20.3892278381057,19.7972639861945,20.4512430491199,20.3332961767018,19.9021789354155,22.4435403246294,19.7879024168348,19.9474218314561,20.7499430734642,20.3302529730006,20.8356350321578,20.3123495133833,NA,20.8438681890511,NA
"P00219",18.8731185469696,18.3736901101,19.0689217713188,18.1168541491161,18.692598020074,18.7406275908306,19.1866801188764,18.5743982520568,19.7891905886623,19.8973515771145,18.610075002337,19.2412354858046,19.0326555232664,18.8051432191738,22.2310925914447,19.7172392587964,19.4805046799731,19.3278117634737,19.4583182658228,19.7471106183574,20.0189707781722,19.78667739547,19.5447706127236,19.7029647779913
"P00220",18.578883288204,18.0558827404977,18.0063962358928,NA,18.7865495887178,18.6441404185562,NA,18.9672462611803,19.5239978172122,19.5313532590628,19.6573231724318,19.4871847165258,19.498992809646,19.9613040295555,22.1991611279211,19.498135564752,NA,NA,19.8560953404518,19.9469414183833,19.5447774704995,20.1583405978658,20.2924963417224,19.392584014532
"P00221",18.7574520847311,19.3270716964082,19.4565717362161,18.8468174155489,19.3161769480745,18.2141441875522,18.3803117189896,19.2166313132451,NA,19.8231894836633,20.1992813493072,NA,19.5325638780164,19.4140269980634,22.7929093736281,19.3775756139183,20.1033902581446,20.3705981717469,20.5242333984234,19.9548927634344,20.8440561830042,20.1198016580963,19.5387430644839,19.722460863345
"P00222",19.7898020712155,19.7440703760443,20.0241419466442,19.0925452318253,19.602622070285,19.3380698302574,19.9294951539101,19.7661396360526,19.5381805721504,20.2946097885375,20.1013937186811,19.8862034637984,20.0928098988479,19.5636861861118,22.743328105383,19.8700849509662,20.5936546902184,20.4196976861894,20.3785166378183,20.1012409627145,20.3278759702878,20.3687875960818,NA,20.5151169938087
"P00223",20.4728158767715,20.0612114458614,19.8572450613191,19.5078145079976,NA,NA,19.8515043104361,20.4170086804902,20.9048184902034,20.8562356626281,20.7624811655139,20.4024959134888,22.2889835965273,NA,24.733960162923,22.2510171329031,22.9925834387388,23.7100650299878,22.4851710165186,23.2073532614726,23.0264072090616,23.0874375827415,23.7898627465201,23.0734884967885
"P00224",19.0598461927335,NA,19.1394182090312,19.474081665475,NA,19.5544060914008,19.8269332620435,18.52118854871,19.956130254763,20.1055186352056,19.3778547930589,20.3335563013869,19.7603561881221,19.6251191330593,23.0648934547819,19.1561282104942,21.0714510174192,19.8625635508088,20.4214235988776,20.645183886719,20.6793790262572,21.1507865938799,20.7317905470604,20.2383988361498
"P00225",20.1425475086596,20.1617736547299,20.0828737729642,19.8882470714273,20.1269524617353,19.9096432141974,19.6646020536234,20.1562347248236,19.643583319068,20.3700382275278,20.7674400899654,20.1442926098791,20.0720323783949,19.6357857859584,22.8229262369035,20.122504942525,NA,NA,20.311176863156,20.8410024053695,20.5152733698599,20.8204237328817,20.4070968963409,21.2972939925273
"P00226",NA,19.1343569486625,19.0947136836879,19.4984653556418,19.4684060770158,19.1503951939956,19.2351728773716,17.6647939573416,20.2564786565642,19.5995536355508,19.8696262269694,19.3198342455853,19.1838459244489,19.4269214862863,23.1098759478424,19.8240385457277,20.1102739089278,20.3789909921071,20.6455614873567,19.852080539917,20.4263882603424,20.6684222056745,20.2858621074508,20.4142723745624
"P00227",20.3482128301761,NA,20.0146604526161,20.2907769144718,19.7316095887007,19.9480866601593,20.4403207854043,NA,20.9262768392249,20.6184000357512,21.2550611936588,20.2149180074786,20.0424409776659,20.0183606470314,23.9737579532522,20.3801174059176,21.4391234826665,21.035204756227,20.8496949504107,20.6919778263141,21.2621243508713,21.1264859349691,20.9503462214242,21.5816888077505
"P00228",20.0435865413061,18.8491827867114,18.9518587616156,18.4071234598122,19.4875670855754,19.817003086316,NA,19.5088009718484,20.1186323191731,20.1707351269727,19.4674978614514,20.5125290167289,19.9896573704115,19.6780256615446,22.7903217601904,20.1779571770994,20.7160960572784,20.9354748862252,20.2334372126141,21.0246617242186,20.9064506745217,20.5076857523849,20.6872324491806,19.9859499959207
"P00229",19.5104880657045,19.3326178093681,19.1469256453653,19.0788708610641,NA,19.7822755888955,19.5293391397366,19.3031866953904,20.1448971799162,18.9909602370315,19.7850646838445,20.2223286158361,19.9967527769126,19.4888579838542,22.949834257512,18.8577895980645,20.2533993335532,NA,NA,20.7306631308924,19.8946338387611,20.6706417292539,20.6731005679144,20.700525723512
"P00230",19.6402368321761,NA,19.3326569607062,NA,20.1196361107403,20.1251429438974,20.6301227725782,NA,20.8833200032923,NA,21.0784603167541,20.8306841543831,20.0861848958078,21.0488019682882,23.460761682699,20.0661137364372,21.1040988271783,21.2200642291495,20.4561550313803,20.7940414564244,19.7413317617975,20.3266873452841,21.153253697436,20.7613125907607
"P00231",19.2999144170736,18.2155204426285,NA,18.8624563649583,19.4627064686522,19.7929727528689,18.5567009138127,19.6758906572022,19.9398653484055,19.8527865620256,18.3784297704289,19.7622345930011,20.9488223610114,20.5570413388579,24.004811815325,20.8948915590713,NA,21.2718168773759,21.1851821908039,21.5186259970543,21.5664639628078,NA,21.0139930256969,21.5681449212487
"P00232",19.8377440661387,19.9193049932259,20.2214061928253,20.5259282886466,NA,18.6750176965675,19.2673913611523,20.0114259195633,19.3722295753229,20.6702694066728,20.6406282456165,19.827559667028,20.134807160623,20.1773154073061,NA,NA,20.7142061833954,20.2302192560362,20.7798403264309,21.1486605099682,20.8415528101312,20.9922541266071,20.9326392222625,20.6230655595562
"P00233",NA,18.2135720493492,18.5218937812072,18.6954167282776,18.5343852437253,NA,18.9207834141503,18.5768375043835,19.2670115809736,19.3106319785575,19.4989087987915,18.7436131285625,20.4475340611946,20.1382384355731,24.3733353780436,20.5107098755849,20.9410086499487,20.9280999130696,21.0947017174695,21.0143240502345,21.6615869216358,21.1896301782743,NA,20.5356160200843
"P00234",19.3530334448716,19.2508964529589,18.8673074714036,NA,19.1142170121054,18.3585937177383,19.4795316411458,18.7734106277901,20.0893464550602,20.1782117128866,19.625585902277,19.9945924077071,19.0833054235607,19.3613104563862,23.1062638948379,NA,19.5998600646986,19.8331876972652,20.132409870233,20.0133855682734,20.3274526661923,19.6446154573728,20.4461832162886,19.8609312407925
"P00235",17.6929201200891,18.8435485064911,18.3769467792718,18.6314761366489,18.755213536807,18.6849706161099,19.174339539285,18.4838670361748,18.1663023348825,18.8616219213856,18.4539082060315,17.7780142363252,18.5939571462262,18.6001367872837,22.0832968383104,18.6195980070874,18.9637824324868,18.4810208200508,19.2027284677669,19.3849346992806,19.2200846013143,19.1810142175513,19.3912348941679,18.8832956187063
"P00236",NA,19.4541545819206,18.3317621136325,19.0914476128182,20.0545184504436,NA,18.9676555795857,19.7309767706509,20.0526690557145,20.3771631248529,20.1073439685307,19.5561166512603,22.0824110312714,22.3268843077197,25.2794133501149,20.8157652180941,22.4523739686119,22.7184846018123,22.7782331216575,NA,22.5902363086369,NA,22.686194640638,23.2404052646245
"P00237",19.8592498840589,19.7882733557319,19.9066971270325,19.879841964437,19.7169844398553,19.9502734023793,19.7640093447217,19.6743707027846,18.1089167980318,19.8073576771412,NA,20.4180970662581,19.9530409261661,19.8609762412361,22.3941292701078,20.4058374437536,20.5232856489587,20.8764276829685,21.0221876087325,20.617593023788,21.2424134651271,20.8148730284295,20.4903169044326,20.4715078208802
"P00238",19.6612452085226,19.04534765669,NA,19.6564479749774,19.5054739011102,19.889533293153,19.8690937720274,19.9716946626727,20.4419853226958,19.5240013233402,20.0732227523629,NA,21.3390669357101,21.3011083636155,24.4308221005858,NA,22.1140296371882,21.4994976473944,21.1996746317724,21.3061082671331,21.5590915571514,22.0707641747546,21.1951150761736,21.9645159009769
"P00239",19.6059284329501,19.1128037608353,19.8315939604212,19.2550985296479,18.7352823091567,19.0809844134166,19.2346516602464,18.3229981095357,20.1640420158677,20.2615720966137,19.8504682500831,19.7927395252016,20.020911570982,19.5501535217628,22.9097321336953,19.2762630704546,20.1665177757296,20.0742902454589,19.837191688173,NA,19.8771925862919,20.4303269326528,20.1931032273234,19.3629731687784
"P00240",19.655050118487,20.2594541842354,NA,NA,18.36776794384,19.2022203135239,20.0200566476939,19.2184250665846,20.3711057564812,20.7486771680216,20.687363748743,NA,20.2068836736645,19.9911673437212,22.6805698083595,19.9210340115072,20.6168032369961,20.9371891857396,21.2909173385246,20.4879219137907,20.8323305980418,NA,20.831021128278,20.3527216260888
"P00241",19.3738438118476,19.0916793696773,19.6064520290402,18.5902085053662,18.486080545045,19.0462558985094,19.1915794594035,19.6366790351184,18.7900123305179,19.3682182630346,19.699198039734,NA,19.7613903156742,19.0725779332621,22.5498155685976,19.1797077810374,20.4656222932554,20.221466049803,19.8783172598463,20.3344459828096,19.4983346774136,20.7325270214456,20.5073744701161,19.5512979587059
"P00242",20.2422604084725,19.4768428595898,20.2199878858751,19.6310524360718,NA,20.636429646118,19.3587424483865,20.4950107523798,20.6958793195108,20.9007978356111,20.6172083958311,20.8192080483712,19.7325436084901,NA,23.8154551809774,19.8615299695049,20.630524824895,20.5093421739227,20.5635773507731,20.6897109757204,20.6774493605838,21.2512397705184,20.2261716059447,20.9815806938102
"P00243",19.9909728988111,19.3003626065341,20.255780310878,19.3041103708192,20.4158537292422,19.6138953924451,20.0356696711614,19.9064535336051,20.0687429050506,20.3426236170734,20.2847524356113,20.4795068876246,20.3116594961679,NA,23.0151056351685,20.5494680140155,20.8995138979135,20.1592498966124,20.4599846415948,20.0788685991312,NA,19.9918271025733,21.2132967205732,20.6951276472192
"P00244",19.1593988708816,18.3245007251076,18.8189160313158,18.9779559757834,19.1701702845288,NA,19.359488722475,19.6815214147818,19.9210610454844,19.9648079946983,19.4973427559567,19.6498787383634,19.4772734040696,19.8337026832188,22.9848673234917,19.4938141669438,20.335316406012,20.2220292274085,19.6860669598084,20.3884704915313,19.9538057820935,20.4345755290356,20.0813652153387,20.4299453240177
"P00245",19.7532597415895,19.3096093668808,19.6747252214891,20.1142940233525,20.1038856453088,19.740541808124,19.902750529029,20.1697913146628,20.1738329232961,20.8476275317031,19.5275309395174,20.1486509683034,19.8649934234501,19.8653288807928,23.5873665488757,19.9055755962666,20.6688514663706,20.5750383821977,20.7875342975183,20.5504965919629,NA,20.1764540537973,21.1133329325075,20.7166123749918
"P00246",18.528631423093,NA,19.1964905198347,19.1702546547515,18.5081598847506,19.6791455274973,19.6539554332716,18.6327559964879,20.0846479170844,19.708455269038,NA,19.2547769796109,19.8314451853138,19.717046447561,22.6562643953502,19.4050517329061,19.8775090903024,19.7883915647692,19.9551556830756,19.9985673575663,20.0257963158388,20.1348354174372,20.2652308017074,20.1346884760372
"P00247",20.0147304773155,19.9976757063683,20.2340563157512,19.8863164109324,20.6296839063896,20.265677427258,20.5523562962869,19.9871190125092,21.0898532371707,20.7661808266328,20.7461822941841,20.7583766669599,NA,NA,23.9553666563167,20.362628390911,20.2303251349538,20.4035880941647,20.8452531166653,20.7621355217561,21.1112686689388,21.1290199696474,21.3481128170804,20.8082223332587
"P00248",NA,19.3961116172447,20.0944036158675,NA,20.1480080285275,19.9432416524981,19.8680835968662,19.8243178378217,20.1814131691257,21.0286672638544,20.7134725715066,20.401107269375,19.7105066740673,20.1944066537217,NA,NA,20.7759056038384,20.3455941227273,19.702063905029,20.7760152193066,20.8539504125567,20.2769214600226,NA,NA
"P00249",19.5175835639168,19.4026967079148,19.2257444152899,NA,17.8616568421745,20.3503368610635,20.2364260606384,18.9521766589608,19.9096277216687,19.990792711333,20.2079579185976,20.1129736129644,NA,19.7954512360081,NA,19.5073340839374,20.5788705379911,19.9121940791482,20.2550703771364,20.1582981522638,20.2954837249273,19.9498586279656,20.6729199570704,20.3987390742561
"P00250",20.2428341896267,19.5121518264142,20.3444448986043,20.0807741515034,20.0580609707103,20.8400353759189,20.7430363181761,20.5870333023792,NA,20.4598389438071,21.0038169052382,20.8703118253909,20.7350767380975,20.7609746361014,23.81090820712,20.122496140364,21.5103098690222,21.6631829153373,21.5784966589498,20.4638288042569,21.9638149283213,20.9302602350677,21.3473743006707,21.4397543117577
"P00251",19.0085359543462,19.4968034935772,19.2992745190685,19.2570514627486,NA,20.0694611930505,20.2428714756403,20.1322591670664,NA,20.2270236480207,20.7063550135985,20.2677787637873,19.5377042255709,19.7096094096124,22.9672837808931,19.8546034462832,20.4338287612705,19.4647980761835,20.6159246553934,20.1285749797431,20.5007394350295,19.3194484410193,21.13504886628,20.8796781155039
"P00252",19.8074988281019,19.808464169525,19.948175755263,20.2437286622459,18.8903046397517,20.4565466272413,19.6734859190787,19.5121341887646,20.92176125632,20.8407004075548,20.0496932826366,20.3397095484434,20.2293359448995,NA,NA,20.0819776298587,20.6281778866261,20.2914426088615,20.8857085349356,20.9356809763696,20.6675152849377,19.7173440934462,20.5768405923115,19.7848133188219
"P00253",19.6718596794803,19.994125787905,19.9003670906762,20.2693655695505,19.7384919017291,NA,19.1703615938237,20.212683236207,20.6202233240651,20.4820421283818,NA,20.205757151023,20.2386483133805,19.9576234833027,NA,20.2924559876888,20.7097390097626,20.2081915574667,20.4158084871957,20.8024487226658,21.3315403941856,20.9811962443771,20.6405907685202,20.3286541654974
"P00254",19.1415456057601,20.1472401055016,19.5637810458858,NA,NA,19.8746300591694,NA,20.0449152839851,21.011279830576,20.3332156187335,20.6937307479847,20.3839529674561,NA,20.267404892633,23.9643458602511,20.0305765775769,NA,20.7560857383696,21.2350412158102,NA,21.3888234440207,20.8149108156174,20.3331809750015,21.349149061552
"P00255",18.6702938520808,18.395876032315,18.6488571702957,17.9819243727042,18.6761635091362,18.9493464890925,18.9198960161157,18.5262114847199,18.4598099510496,19.1576293887545,19.4425415591574,NA,19.3514134251936,19.0699977510913,19.7203823127252,19.8410493547017,19.2302007260218,19.8732854580464,19.3930191613153,NA,19.5913150776291,20.3224724048159,19.3443382802104,19.4555720263295
